STATE/UT,DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total
ASSAM,GUWAHATI CITY,2008,0,6,0,0,0,0,0,0,0,0,0,6
ASSAM,HAILAKANDI,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,JORHAT,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KAMRUP,2008,0,3,0,0,0,0,0,0,0,0,0,3
ASSAM,KARBI ANGLONG,2008,0,0,4,0,0,0,0,0,0,0,0,4
ASSAM,KARIMGANJ,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,KOKRAJHAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,LAKHIMPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,MORIGAON,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,N.C.HILLS,2008,0,0,1,0,0,0,0,0,0,0,0,1
ASSAM,NAGAON,2008,1,0,2,0,0,0,0,0,0,0,146,149
ASSAM,NALBARI,2008,0,2,0,0,0,0,0,0,0,0,0,2
ASSAM,R.P.O.,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SIBSAGAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,SONITPUR,2008,0,1,0,0,0,0,0,0,0,0,1,2
ASSAM,TINSUKIA,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,UDALGURI,2008,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,TOTAL,2008,1,27,7,0,0,0,0,0,0,1,147,183
BIHAR,ARARIA,2008,5,0,0,0,0,0,0,0,0,0,1,6
BIHAR,ARWAL,2008,1,0,7,0,0,0,0,0,0,0,0,8
BIHAR,AURANGABAD,2008,1,0,6,0,0,0,0,0,0,0,0,7
BIHAR,BAGAHA,2008,0,0,4,0,0,0,0,0,0,0,0,4
BIHAR,BANKA,2008,2,0,5,0,0,0,0,0,0,0,0,7
BIHAR,BEGUSARAI,2008,0,0,5,0,0,0,0,0,0,0,0,5
BIHAR,BETTIAH,2008,0,0,8,0,0,0,0,0,0,0,0,8
BIHAR,BHABHUA,2008,3,9,2,0,0,0,10,0,0,0,0,24
BIHAR,BHAGALPUR,2008,17,8,97,0,0,0,0,0,0,0,0,122
BIHAR,BHOJPUR,2008,12,4,13,0,0,0,30,0,0,0,1,60
BIHAR,BUXAR,2008,3,2,5,0,0,0,0,0,0,0,0,10
BIHAR,DARBHANGA,2008,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,GAYA,2008,0,7,19,0,0,0,0,0,0,0,0,26
BIHAR,GOPALGANJ,2008,0,0,23,0,0,0,0,0,0,0,0,23
BIHAR,JAMALPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,JAMUI,2008,1,3,2,0,0,0,2,0,0,0,0,8
BIHAR,JEHANABAD,2008,0,0,5,0,0,0,1,0,0,0,0,6
BIHAR,KATIHAR,2008,0,0,5,0,0,0,0,0,0,0,0,5
BIHAR,KATIHAR RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,2008,5,3,12,0,0,0,0,0,0,0,0,20
BIHAR,KISHANGANJ,2008,8,4,5,0,0,0,0,0,0,0,0,17
BIHAR,LAKHISARAI,2008,2,5,15,0,0,0,0,0,0,0,0,22
BIHAR,MADHEPURA,2008,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,2008,11,9,7,0,0,0,0,0,0,0,0,27
BIHAR,MOTIHARI,2008,0,0,8,0,0,0,0,0,0,0,0,8
BIHAR,MUNGER,2008,0,0,3,0,0,0,0,0,0,0,0,3
BIHAR,MUZAFFARPUR,2008,5,0,9,0,0,0,0,0,0,0,0,14
BIHAR,MUZAFFARPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,2008,7,1,20,0,0,0,0,0,0,0,0,28
BIHAR,NAUGACHIA,2008,0,0,10,0,0,0,0,0,0,0,0,10
BIHAR,NAWADAH,2008,4,2,13,0,0,0,0,0,0,0,0,19
BIHAR,PATNA,2008,6,2,14,0,0,0,0,0,0,8,8,38
BIHAR,PATNA RLY.,2008,0,0,6,0,0,0,0,0,0,0,0,6
BIHAR,PURNEA,2008,0,0,4,0,0,0,0,0,0,0,0,4
BIHAR,ROHTAS,2008,0,0,5,0,0,0,0,0,0,0,0,5
BIHAR,SAHARSA,2008,1,9,9,0,0,0,2,0,0,0,0,21
BIHAR,SAMASTIPUR,2008,6,9,53,0,0,0,0,0,0,0,0,68
BIHAR,SARAN,2008,5,10,18,0,0,0,0,0,0,0,0,33
BIHAR,SHEIKHPURA,2008,1,1,9,0,0,0,0,0,0,0,0,11
BIHAR,SHEOHAR,2008,0,0,8,0,0,0,0,0,0,0,0,8
BIHAR,SITAMARHI,2008,0,0,10,0,0,0,0,0,0,0,0,10
BIHAR,SIWAN,2008,4,0,2,0,0,0,0,0,0,0,0,6
BIHAR,SUPAUL,2008,0,0,4,0,0,0,0,0,0,0,0,4
BIHAR,VAISHALI,2008,6,3,46,0,0,0,0,0,0,0,0,55
BIHAR,TOTAL,2008,116,91,496,0,0,0,45,0,0,8,10,766
CHHATTISGARH,BALRAMPUR,2008,3,17,1,0,0,0,0,0,0,0,10,31
CHHATTISGARH,BIJAPUR,2008,1,3,1,0,0,0,0,0,0,0,0,5
CHHATTISGARH,BILASPUR,2008,4,25,13,3,0,0,0,0,0,0,52,97
CHHATTISGARH,DANTEWADA,2008,0,3,5,0,0,0,0,0,0,0,3,11
CHHATTISGARH,DHAMTARI,2008,4,15,4,3,1,0,0,0,0,0,20,47
CHHATTISGARH,DURG,2008,5,66,12,0,1,0,0,0,0,0,90,174
CHHATTISGARH,GRP RAIPUR,2008,0,2,0,0,0,2,0,0,0,0,5,9
CHHATTISGARH,JAGDALPUR,2008,5,11,2,1,0,0,0,0,0,0,0,19
CHHATTISGARH,JANJGIR,2008,5,25,7,0,0,1,0,0,0,0,95,133
CHHATTISGARH,JASHPUR,2008,3,10,3,0,0,0,0,0,0,0,36,52
CHHATTISGARH,KABIRDHAM,2008,0,2,0,0,0,0,0,0,0,1,43,46
CHHATTISGARH,KANKER,2008,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KORBA,2008,0,10,1,0,0,0,0,0,0,0,20,31
CHHATTISGARH,KORIYA,2008,6,30,0,0,0,0,0,0,1,0,22,59
CHHATTISGARH,MAHASAMUND,2008,0,14,4,0,0,0,0,0,0,0,18,36
CHHATTISGARH,NARAYANPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIGARH,2008,1,7,2,0,0,0,0,0,0,0,25,35
CHHATTISGARH,RAIPUR,2008,9,76,35,1,1,0,0,0,0,0,77,199
CHHATTISGARH,RAJNANDGAON,2008,3,23,2,1,0,0,0,0,0,4,40,73
CHHATTISGARH,SURAJPUR,2008,1,32,2,0,0,0,3,0,0,0,4,42
CHHATTISGARH,SURGUJA,2008,2,40,2,0,0,0,0,0,0,0,24,68
CHHATTISGARH,TOTAL,2008,52,411,96,9,3,3,3,0,1,5,584,1167
GOA,NORTH GOA,2008,2,8,15,0,1,0,0,0,0,0,14,40
GOA,SOUTH GOA,2008,1,10,9,0,0,2,0,0,0,1,17,40
GOA,TOTAL,2008,3,18,24,0,1,2,0,0,0,1,31,80
GUJARAT,AHMEDABAD COMMR.,2008,0,0,110,0,0,31,0,0,0,1,1,143
GUJARAT,AHMEDABAD RURAL,2008,0,0,1,0,0,0,0,0,0,0,12,13
GUJARAT,AHWA-DANG,2008,1,0,2,0,0,0,0,0,0,1,0,4
GUJARAT,AMRELI,2008,5,2,40,0,0,2,0,0,0,1,28,78
GUJARAT,ANAND,2008,8,8,33,0,0,9,0,0,0,2,0,60
GUJARAT,BHARUCH,2008,0,8,24,0,0,0,0,0,0,1,13,46
GUJARAT,BHAVNAGAR,2008,2,2,30,0,0,12,0,0,0,6,38,90
GUJARAT,DAHOD,2008,2,8,18,0,0,4,0,0,0,1,3,36
GUJARAT,GANDHINAGAR,2008,3,3,11,0,0,7,0,0,0,1,0,25
GUJARAT,HIMATNAGAR,2008,0,0,3,0,0,0,0,0,0,0,0,3
GUJARAT,JAMNAGAR,2008,0,0,0,0,0,0,7,0,0,0,0,7
GUJARAT,JUNAGADH,2008,6,1,36,0,0,9,0,0,0,0,12,64
GUJARAT,KHEDA NORTH,2008,1,0,25,0,0,12,0,0,0,0,0,38
GUJARAT,KUTCH,2008,4,8,18,0,0,8,0,0,0,3,6,47
GUJARAT,MEHSANA,2008,1,0,18,0,0,2,0,0,0,0,9,30
GUJARAT,NARMADA,2008,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,NAVSARI,2008,0,0,3,0,0,4,0,0,0,1,0,8
GUJARAT,PALANPUR,2008,2,4,4,0,0,5,0,0,0,0,5,20
GUJARAT,PANCHMAHAL,2008,1,0,0,0,0,0,0,0,0,0,0,1
GUJARAT,PATAN,2008,1,8,10,0,0,5,0,0,0,0,0,24
GUJARAT,PORBANDAR,2008,1,0,1,0,0,2,0,0,0,1,1,6
GUJARAT,RAJKOT COMMR.,2008,1,3,7,0,0,3,0,0,0,1,46,61
GUJARAT,RAJKOT RURAL,2008,5,9,12,0,0,4,0,0,0,1,10,41
GUJARAT,SURAT COMMR.,2008,9,12,23,1,0,16,0,0,0,0,0,61
GUJARAT,SURAT RURAL,2008,1,3,7,0,0,0,0,0,0,0,1,12
GUJARAT,SURENDRANAGAR,2008,4,9,15,0,0,8,0,0,0,0,12,48
GUJARAT,TAPI,2008,0,0,1,0,0,0,0,0,0,0,0,1
GUJARAT,VADODARA COMMR.,2008,1,3,29,0,0,2,0,0,0,1,11,47
GUJARAT,VADODARA RURAL,2008,0,6,34,0,0,2,0,0,0,1,0,43
GUJARAT,VALSAD,2008,0,1,3,0,0,2,0,0,0,0,0,6
GUJARAT,W.RLY,2008,0,1,3,0,0,7,0,0,0,0,0,11
GUJARAT,TOTAL,2008,59,99,521,1,0,156,7,0,0,23,208,1074
HARYANA,AMBALA,2008,0,0,0,0,0,0,0,0,0,1,0,1
HARYANA,BHIWANI,2008,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,FARIDABAD,2008,5,6,9,1,0,0,0,0,0,0,18,39
HARYANA,FATEHABAD,2008,3,0,3,0,0,0,0,0,0,0,4,10
HARYANA,GRP,2008,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,2008,5,15,48,0,0,1,0,0,0,0,0,69
HARYANA,HISSAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JHAJJAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,JIND,2008,0,4,3,0,0,0,0,0,0,0,3,10
HARYANA,KAITHAL,2008,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,KARNAL,2008,2,25,17,3,0,4,0,0,0,0,9,60
HARYANA,KURUKSHETRA,2008,1,5,3,0,0,0,0,0,0,1,0,10
HARYANA,MAHENDRAGARH,2008,2,0,0,0,0,0,0,0,0,0,0,2
HARYANA,MEWAT,2008,5,11,11,0,0,0,0,0,0,0,0,27
HARYANA,PALWAL,2008,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,2008,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,PANIPAT,2008,2,0,3,0,0,7,0,0,0,0,4,16
HARYANA,REWARI,2008,0,3,4,0,0,1,0,0,0,0,1,9
HARYANA,ROHTAK,2008,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,SIRSA,2008,0,1,3,1,0,0,0,0,0,0,9,14
HARYANA,SONIPAT,2008,0,0,0,0,0,0,0,0,0,1,0,1
HARYANA,YAMUNANAGAR,2008,0,0,0,0,0,0,0,0,0,1,0,1
HARYANA,TOTAL,2008,25,70,104,5,0,13,0,0,0,4,48,269
HIMACHAL PRADESH,BILASPUR,2008,0,3,0,0,0,0,0,0,0,1,0,4
HIMACHAL PRADESH,CHAMBA,2008,2,6,10,0,0,1,0,0,0,0,0,19
HIMACHAL PRADESH,G.R.P.,2008,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2008,1,1,3,0,0,0,0,0,0,0,1,6
HIMACHAL PRADESH,KANGRA,2008,1,7,9,1,0,2,0,0,0,0,5,25
HIMACHAL PRADESH,KINNAUR,2008,1,2,1,0,0,0,0,0,0,0,0,4
HIMACHAL PRADESH,KULLU,2008,0,9,13,0,0,0,0,0,0,0,6,28
HIMACHAL PRADESH,LAHAUL-SPITI,2008,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,MANDI,2008,1,14,9,0,0,0,1,0,0,0,8,33
HIMACHAL PRADESH,SHIMLA,2008,0,13,16,0,2,0,0,0,0,0,1,32
HIMACHAL PRADESH,SIRMAUR,2008,0,4,10,1,0,0,0,0,0,0,9,24
HIMACHAL PRADESH,SOLAN,2008,0,4,5,0,0,2,1,0,0,1,2,15
HIMACHAL PRADESH,UNA,2008,2,5,2,0,0,0,0,0,0,0,6,15
HIMACHAL PRADESH,TOTAL,2008,8,68,78,2,2,5,2,0,0,2,38,205
JAMMU & KASHMIR,ANANTNAG,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,AWANTIPORA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BANDIPORA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BUDGAM,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME JAMMU,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,GANDERBAL,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,HANDWARA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KARGIL,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,2008,0,5,3,0,0,0,0,0,0,0,1,9
JAMMU & KASHMIR,KISHTWAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KULGAM,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,LEH,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAILWAYS,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAMBAN,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,REASI,2008,0,0,0,0,0,1,0,0,0,0,0,1
JAMMU & KASHMIR,SAMBA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SHOPIAN,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,TOTAL,2008,0,5,3,0,0,1,0,0,0,0,1,10
JHARKHAND,BOKARO,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHAIBASA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,CHATRA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,2008,0,1,2,0,0,0,0,0,0,0,11,14
JHARKHAND,DHANBAD RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,DUMKA,2008,1,2,10,0,0,0,0,0,0,0,0,13
JHARKHAND,GARHWA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GIRIDIH,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,GODDA,2008,0,0,2,0,0,0,0,0,0,0,0,2
JHARKHAND,GUMLA,2008,0,0,3,0,0,1,18,0,0,0,0,22
JHARKHAND,HAZARIBAGH,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMSHEDPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMSHEDPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,KHUNTI,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,KODERMA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,LOHARDAGGA,2008,1,0,0,0,0,0,0,0,0,0,0,1
JHARKHAND,PAKUR,2008,2,4,0,0,0,0,0,0,0,0,10,16
JHARKHAND,PALAMU,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,RAMGARH,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SAHEBGANJ,2008,0,1,1,0,0,0,0,1,0,0,0,3
JHARKHAND,SARAIKELA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,SIMDEGA,2008,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,TOTAL,2008,4,8,18,0,0,1,18,1,0,0,21,71
KARNATAKA,BAGALKOT,2008,7,0,5,0,0,0,0,0,0,4,0,16
KARNATAKA,BANGALORE COMMR.,2008,2,1,0,1,0,0,0,0,0,0,0,4
KARNATAKA,BANGALORE RURAL,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,BELGAUM,2008,19,19,20,0,0,14,2,0,0,0,0,74
KARNATAKA,BELLARY,2008,3,4,0,0,0,0,0,0,0,0,0,7
KARNATAKA,BIDAR,2008,2,3,3,0,0,12,0,0,0,0,0,20
KARNATAKA,BIJAPUR,2008,10,9,4,0,0,0,0,0,0,2,0,25
KARNATAKA,CBPURA,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHAMARAJNAGAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,CHICKMAGALUR,2008,8,4,0,0,0,0,0,0,0,0,0,12
KARNATAKA,CHITRADURGA,2008,4,3,0,0,0,0,0,0,0,0,0,7
KARNATAKA,DAKSHIN KANNADA,2008,2,3,3,0,0,1,0,0,0,1,24,34
KARNATAKA,DAVANAGERE,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,DHARWAD COMMR.,2008,0,1,3,3,0,0,0,0,0,0,0,7
KARNATAKA,DHARWAD RURAL,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,GADAG,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,GULBARGA,2008,0,0,0,0,0,0,0,0,0,1,0,1
KARNATAKA,HASSAN,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,HAVERI,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,K.G.F.,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,KODAGU,2008,0,11,0,0,0,0,0,0,0,0,13,24
KARNATAKA,KOLAR,2008,1,2,5,0,0,1,0,0,0,0,4,13
KARNATAKA,KOPPAL,2008,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,MANDYA,2008,2,4,10,0,0,0,0,0,0,1,5,22
KARNATAKA,MYSORE COMMR.,2008,0,10,13,0,0,0,0,0,0,0,0,23
KARNATAKA,MYSORE RURAL,2008,4,3,0,0,0,0,0,0,0,0,0,7
KARNATAKA,RAICHUR,2008,13,10,15,0,0,1,0,0,0,0,2,41
KARNATAKA,RAILWAYS,2008,1,0,2,1,1,1,0,0,0,0,2,8
KARNATAKA,RAMANAGAR,2008,1,0,1,0,0,0,0,0,0,0,0,2
KARNATAKA,SHIMOGA,2008,5,10,12,0,0,1,2,0,0,0,0,30
KARNATAKA,TUMKUR,2008,0,0,1,0,0,0,0,0,0,0,4,5
KARNATAKA,UDUPI,2008,0,0,2,0,0,0,0,0,0,0,2,4
KARNATAKA,UTTAR KANNADA,2008,0,0,0,0,0,0,0,0,0,0,2,2
KARNATAKA,TOTAL,2008,84,97,99,5,1,31,4,0,0,9,58,388
KERALA,ALAPUZHA,2008,0,3,7,0,0,1,0,0,0,0,7,18
KERALA,ERNAKULAM COMMR.,2008,1,7,0,0,0,0,0,0,0,0,6,14
KERALA,ERNAKULAM RURAL,2008,5,10,3,0,0,0,4,0,0,0,7,29
KERALA,IDUKKI,2008,1,12,7,0,0,0,0,0,0,0,0,20
KERALA,KANNUR,2008,3,10,0,0,0,0,0,0,0,0,16,29
KERALA,KASARGOD,2008,1,14,4,0,0,1,1,0,0,0,11,32
KERALA,KOLLAM,2008,2,32,12,0,0,0,0,0,0,0,25,71
KERALA,KOTTAYAM,2008,2,16,4,0,0,0,0,0,0,0,6,28
KERALA,KOZHIKODE COMMR.,2008,1,2,0,0,0,0,0,0,0,0,18,21
KERALA,KOZHIKODE RURAL,2008,4,10,3,0,1,0,0,0,0,1,20,39
KERALA,MALAPPURAM,2008,6,6,0,0,0,0,0,0,0,0,0,12
KERALA,PALAKKAD,2008,5,11,6,0,0,2,0,0,0,1,2,27
KERALA,PATHANAMTHITTA,2008,1,14,5,0,1,1,0,0,0,0,1,23
KERALA,RAILWAYS,2008,0,1,0,0,0,0,0,0,0,0,1,2
KERALA,THRISSUR,2008,2,18,10,0,1,0,0,0,0,0,36,67
KERALA,TRIVANDRUM COMMR.,2008,0,13,6,0,0,1,7,0,0,2,4,33
KERALA,TRIVANDRUM RURAL,2008,2,28,17,0,1,0,1,0,0,0,5,54
KERALA,WAYANADU,2008,1,8,3,0,0,0,0,0,0,0,18,30
KERALA,TOTAL,2008,37,215,87,0,4,6,13,0,0,4,183,549
MADHYA PRADESH,ALIRAJPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,ANUPPUR,2008,1,25,3,0,1,2,0,0,0,0,0,32
MADHYA PRADESH,ASHOK NAGAR,2008,0,14,0,0,0,0,0,0,0,0,35,49
MADHYA PRADESH,BALAGHAT,2008,4,32,8,0,0,0,0,0,0,0,106,150
MADHYA PRADESH,BARWANI,2008,3,16,4,1,1,0,0,0,0,0,25,50
MADHYA PRADESH,BETUL,2008,2,45,6,0,0,0,0,0,0,0,120,173
MADHYA PRADESH,BHIND,2008,2,11,11,0,0,2,0,0,0,1,68,95
MADHYA PRADESH,BHOPAL,2008,3,76,22,1,0,7,0,0,3,0,0,112
MADHYA PRADESH,BHOPAL RLY.,2008,1,2,1,0,0,7,1,0,0,0,3,15
MADHYA PRADESH,BURHANPUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,CHHATARPUR,2008,1,20,5,0,0,0,0,0,0,0,114,140
MADHYA PRADESH,CHHINDWARA,2008,2,54,7,0,0,0,0,0,0,0,217,280
MADHYA PRADESH,DAMOH,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DATIYA,2008,4,7,6,0,0,0,0,0,0,0,31,48
MADHYA PRADESH,DEWAS,2008,0,12,5,0,0,0,0,0,0,0,18,35
MADHYA PRADESH,DHAR,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DINDORI,2008,5,0,0,0,0,0,0,0,0,0,7,12
MADHYA PRADESH,GUNA,2008,3,26,4,0,0,1,0,0,0,1,84,119
MADHYA PRADESH,GWALIOR,2008,5,19,45,0,0,12,0,1,0,0,21,103
MADHYA PRADESH,HARDA,2008,1,8,7,0,0,0,0,0,0,0,0,16
MADHYA PRADESH,HOSHANGABAD,2008,1,23,6,0,0,0,0,0,0,0,43,73
MADHYA PRADESH,INDORE,2008,7,3,7,0,0,0,0,0,0,0,460,477
MADHYA PRADESH,INDORE RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JABALPUR,2008,0,3,0,0,0,0,0,0,0,0,6,9
MADHYA PRADESH,JABALPUR RLY.,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,JHABUA,2008,0,13,2,0,0,0,0,0,0,0,25,40
MADHYA PRADESH,KATNI,2008,1,18,3,0,0,0,0,0,0,0,63,85
MADHYA PRADESH,KHANDWA,2008,1,35,2,1,0,11,0,0,0,0,107,157
MADHYA PRADESH,KHARGON,2008,0,25,5,0,0,9,0,0,0,0,6,45
MADHYA PRADESH,MANDLA,2008,1,22,3,0,0,0,0,0,0,0,0,26
MADHYA PRADESH,MANDSAUR,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,MORENA,2008,4,5,1,0,0,7,0,0,0,0,22,39
MADHYA PRADESH,NARSINGHPUR,2008,1,29,4,0,1,0,0,0,0,0,60,95
MADHYA PRADESH,NEEMUCH,2008,2,10,4,0,0,2,0,0,0,0,47,65
MADHYA PRADESH,PANNA,2008,1,12,6,0,0,0,0,0,0,0,22,41
MADHYA PRADESH,RAISEN,2008,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,RAJGARH,2008,0,24,11,0,0,0,0,0,0,0,175,210
MADHYA PRADESH,RATLAM,2008,1,30,8,0,0,0,0,0,0,0,44,83
MADHYA PRADESH,REWA,2008,1,25,6,0,0,16,0,0,0,0,128,176
MADHYA PRADESH,SAGAR,2008,0,16,14,0,0,0,0,0,0,0,86,116
MADHYA PRADESH,SATNA,2008,3,55,0,1,1,7,14,0,0,0,142,223
MADHYA PRADESH,SEONI,2008,1,4,0,0,0,0,0,0,0,0,124,129
MADHYA PRADESH,SHAHDOL,2008,2,23,8,0,1,0,0,0,0,0,72,106
MADHYA PRADESH,SHAJAPUR,2008,2,17,10,1,0,8,0,0,1,0,96,135
MADHYA PRADESH,SHEOPUR,2008,0,1,0,0,0,0,0,0,0,0,0,1
MADHYA PRADESH,SHIVPURI,2008,7,24,1,1,0,4,0,0,0,0,0,37
MADHYA PRADESH,SIDHI,2008,4,22,3,0,0,3,0,0,0,0,19,51
MADHYA PRADESH,SIHORE,2008,5,0,0,0,0,0,0,0,0,0,58,63
MADHYA PRADESH,SINGRAULI,2008,2,13,4,0,0,0,0,0,0,0,31,50
MADHYA PRADESH,TIKAMGARH,2008,3,10,13,0,1,1,0,0,0,0,78,106
MADHYA PRADESH,UJJAIN,2008,19,19,0,0,0,0,0,0,0,0,31,69
MADHYA PRADESH,UMARIYA,2008,0,6,3,0,0,0,0,0,0,0,0,9
MADHYA PRADESH,VIDISHA,2008,1,38,6,2,0,0,0,0,0,0,67,114
MADHYA PRADESH,TOTAL,2008,107,892,264,8,6,99,15,1,4,2,2861,4259
MAHARASHTRA,AHMEDNAGAR,2008,11,5,0,0,0,0,0,0,0,0,0,16
MAHARASHTRA,AKOLA,2008,6,10,24,0,0,13,0,0,0,0,72,125
